year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2021,3,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Parking (Business),N/A,17390 PRESTON RD,4404,623,NORTH CENTRAL,D12,2021-01-08T00:00:00Z,2021,January,Fri,21:00:00,8,2021-01-08T00:00:00Z,2021,January,Fri,21:10:00,8,2021-01-08T21:16:00Z,2021-01-08T21:26:56Z,2021,January,Fri,21:26:00,8,2021-01-08T21:16:29Z,2021-01-08T21:16:29Z,2021-01-08T22:40:44Z,2021-01-08T21:18:20Z,Victim,Individual,White,Non-Hispanic or Latino,Male,C642,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,SUSPECT VEHICLE STRUCK COMP'S VEHICLE.,FALSE,NA,None,NA,NA,No,54990007,550.024(b)(2),NA,NA,NA,NA,TRAFFIC VIOLATION - HAZARDOUS,TRAFFIC VIOLATION - HAZARDOUS,"PERSON, PROPERTY, OR SOCIETY",999,C,999 - No Coded,2021-04-21T15:17:07Z,2489141.24190319,7047206.53354235,75252,DALLAS,TX,"17390 PRESTON RD
DALLAS, TX 75252
(32.989797, -96.801786)"
2021,1,CRIM MISCHIEF > OR EQUAL $100 < $750,Commercial Property Occupied/Vacant,N/A,12110 GARLAND RD,1101,233,NORTHEAST,D9,2021-01-21T00:00:00Z,2021,January,Thu,02:00:00,21,2021-01-21T00:00:00Z,2021,January,Thu,02:44:00,21,2021-01-21T02:45:00Z,2021-01-21T06:26:22Z,2021,January,Thu,06:26:00,21,2021-01-21T02:45:23Z,2021-01-21T02:45:23Z,2021-01-21T08:45:15Z,2021-01-21T02:45:23Z,Victim,Business,NA,NA,NA,A227,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSPS CUT THE FENCE WITH BOLT CUTTER WITHOUT COMP'S CONSENT,FALSE,NA,None,NA,NA,UNK,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2021-03-12T11:58:02Z,2529756.60030486,7000912.8534921,75218,DALLAS,TX,"12110 GARLAND RD
DALLAS, TX 75218
(32.861015, -96.672784)"
2018,3,HARASSMENT,Apartment Residence,N/A,9350 SKILLMAN ST,1042,257,NORTHEAST,D10,2018-08-24T00:00:00Z,2018,August,Fri,21:31:00,236,2018-08-24T00:00:00Z,2018,August,Fri,21:32:00,236,2018-08-24T22:51:00Z,2018-08-24T22:29:02Z,2018,August,Fri,22:29:00,236,2018-08-24T21:30:55Z,2018-08-24T21:30:54Z,2018-08-24T23:45:05Z,2018-08-24T22:03:29Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,C255,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSP IS INTENTIONALLY ALARMING COMP THREATENING BODILY INJURY,FALSE,NA,None,NA,G,No,13160012,PC 42.07(c),NA,NA,NA,NA,INTIMIDATION,ASSAULT OFFENSES,PERSON,13C,A,Coded,2020-07-10T11:51:25Z,2517410.03050986,7016418.4110636,75243,DALLAS,TX,"9350 SKILLMAN ST
DALLAS, TX 75243
(32.904578, -96.712393)"
2021,3,POSS MARIJUANA <2OZ,"Highway, Street, Alley ETC",N/A,3100 S MALCOLM X BLVD,2129,343,SOUTHEAST,D7,2021-03-05T00:00:00Z,2021,March,Fri,20:29:00,64,2021-03-05T00:00:00Z,2021,March,Fri,20:30:00,64,2021-03-05T20:31:00Z,2021-03-05T20:42:01Z,2021,March,Fri,20:42:00,64,2021-03-05T20:31:10Z,2021-03-05T20:31:10Z,2021-03-05T21:45:17Z,2021-03-05T20:31:10Z,Victim,Society/Public,NA,NA,NA,C395,NA,NA,Suspended,Suspended,FOUND PROPERTY,FALSE,NA,None,NA,NA,No,35620008,HSC 481.121(b)(1),NA,NA,NA,NA,DRUG/ NARCOTIC VIOLATIONS,DRUG/ NARCOTIC VIOLATIONS,SOCIETY,35A,A,Coded,2021-03-26T12:31:24Z,2501011.4166536,6966842.50759093,75215,DALLAS,TX,"3100 S MALCOLM X BLVD
DALLAS, TX 75215"
2020,3,THEFT OF PROP (AUTO ACC) > OR EQUAL $100 <$750 (NOT EMP)PC31.03(e2A),Parking Lot (All Others),N/A,8008 HERB KELLEHER WAY,3070,523,NORTHWEST,D2,2020-09-19T00:00:00Z,2020,September,Sat,07:00:00,263,2020-09-26T00:00:00Z,2020,September,Sat,15:00:00,270,2020-09-26T15:33:00Z,2020-09-26T15:34:51Z,2020,September,Sat,15:34:00,270,2020-09-26T15:33:29Z,2020-09-26T15:33:29Z,2020-09-26T22:41:57Z,2020-09-26T15:33:29Z,Victim,Individual,White,Non-Hispanic or Latino,Male,S338,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNK SUSP TOOK COMP'S MUFFLER PIPE WITHOUT CONSENT.,FALSE,NA,None,NA,NA,No,23990191,PC 31.03(e)(2)(A),NA,NA,NA,NA,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,23G,A,Coded,2020-10-23T08:50:50Z,2475386.0804372,6993937.90549977,75235,DALLAS,TX,"8008 HERB KELLEHER WAY
DALLAS, TX 75235
(32.85262, -96.85281)"
2018,1,BMV,Parking Lot (All Others),N/A,2924 LUCAS DR,3114,543,NORTHWEST,D2,2018-11-16T00:00:00Z,2018,November,Fri,22:00:00,320,2018-11-17T00:00:00Z,2018,November,Sat,14:00:00,321,2018-11-17T14:06:00Z,2018-11-17T20:34:29Z,2018,November,Sat,20:34:00,321,2018-11-17T14:06:09Z,2018-11-17T14:06:08Z,2018-11-17T22:36:09Z,2018-11-17T20:30:12Z,Victim,Individual,White,Non-Hispanic or Latino,Male,F538,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNK SUSP BROKE WINDOW AND REMOVED PROP W/O CONSENT,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2018-12-18T09:29:17Z,2484910.36945944,6983286.01604244,75219,DALLAS,TX,"2924 LUCAS DR
DALLAS, TX 75219
(32.814976, -96.818826)"
2018,1,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Other,Other,928 STILLMEADOW RD,4330,743,SOUTH CENTRAL,D4,2018-07-14T00:00:00Z,2018,July,Sat,20:00:00,195,2018-07-15T00:00:00Z,2018,July,Sun,16:51:00,196,2018-07-15T18:25:00Z,2018-07-15T17:23:56Z,2018,July,Sun,17:23:00,196,2018-07-15T16:46:19Z,2018-07-15T16:46:19Z,2018-07-15T17:46:14Z,2018-07-15T16:52:24Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,C717,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,SUSP TOOK COMP PROP W/OUT CONSENT. NFI,FALSE,NA,None,NA,NA,No,23990191,PC 31.03(e)(2)(A),NA,NA,NA,NA,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2018-08-30T11:23:15Z,2479686.76507728,6932598.83296819,75232,DALLAS,TX,"928 STILLMEADOW RD
DALLAS, TX 75232
(32.675303, -96.838476)"
2014,2,RECKLESS DAMAGE,Parking Lot (All Others),Parking Lot,1221 CANTON ST,2086,135,CENTRAL,D2,2014-12-31T00:00:00Z,2014,December,Wed,14:30:00,365,2014-12-31T00:00:00Z,2014,December,Wed,15:30:00,365,2014-12-31T15:46:00Z,2014-12-31T17:31:02Z,2014,December,Wed,17:31:00,365,2014-12-31T15:46:36Z,2014-12-31T15:46:36Z,2014-12-31T17:58:43Z,2014-12-31T17:22:13Z,Victim,Individual,Hispanic or Latino,Non-Hispanic or Latino,Male,L336,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,UNK SUSP STRUCK COMPS VEH IN EMPLOYEE PARKING GARAGE & FLED,FALSE,NA,None,None (Mutually Exclusive),No,No,99999999,PC 28.04(a),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2015-01-02T00:11:22Z,2491306.23658894,6968389.80075619,75202,DALLAS,TX,"1221 CANTON ST
DALLAS, TX 75202
(32.77366, -96.797845)"
2019,2,FRAUD USE/POSS IDENTIFYING INFO # ITEMS < 5,Business Office,N/A,270 OLD MILL LN,2217,337,SOUTHEAST,D5,2019-01-04T00:00:00Z,2019,January,Fri,12:00:00,4,2019-02-11T00:00:00Z,2019,February,Mon,12:00:00,42,2019-02-12T08:03:00Z,2019-02-12T08:08:06Z,2019,February,Tue,08:08:00,43,2019-02-12T08:03:24Z,2019-02-12T08:03:24Z,2019-02-12T08:03:52Z,2019-02-12T08:03:24Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,G198,Investigations,Special Investigations / Financial Crimes,Suspended,Suspended,VICTIM STATES KNOWN SUSPECT USED HIS SOCIAL SECURITY,FALSE,NA,None,NA,NA,No,26040042,PC 32.51(c)(1),NA,NA,NA,NA,IDENTITY THEFT,FRAUD OFFENSES,PROPERTY,26F,A,Coded,2021-01-01T07:49:05Z,2533690.23384178,6945313.32263102,75217,DALLAS,TX,"270 OLD MILL LN
DALLAS, TX 75217
(32.707661, -96.662788)"
2020,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,N/A,468 S ST AUGUSTINE DR,2217,337,SOUTHEAST,D5,2020-09-15T00:00:00Z,2020,September,Tue,20:00:00,259,2020-09-16T00:00:00Z,2020,September,Wed,05:00:00,260,2020-09-16T09:46:00Z,2020-09-16T10:45:51Z,2020,September,Wed,10:45:00,260,2020-09-16T09:46:03Z,2020-09-16T09:46:03Z,2020-09-16T12:08:09Z,2020-09-16T10:26:55Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,D356,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEHICLE W/O CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2020-09-25T13:28:36Z,2535336.38972,6944276.02674,75217,DALLAS,TX,"468 S ST AUGUSTINE DR
DALLAS, TX 75217
(32.704632, -96.65709)"
2019,1,CRIM MISCHIEF > OR EQUAL $100 < $750,Outdoor Area Public/Private,N/A,2850 LITTLE BIG HORN CT,2230,355,SOUTHEAST,D8,2019-08-13T00:00:00Z,2019,August,Tue,18:30:00,225,2019-08-14T00:00:00Z,2019,August,Wed,05:30:00,226,2019-08-14T06:45:00Z,2019-08-14T06:33:55Z,2019,August,Wed,06:33:00,226,2019-08-14T05:43:58Z,2019-08-14T05:43:58Z,2019-08-14T07:46:14Z,2019-08-14T06:15:04Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,E315,NA,NA,Suspended,Suspended,UNKNOWN SUSPECT/S INTENTIONALLY DAMAGED COMP'S VEHICLE,FALSE,NA,None,NA,NA,No,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2019-09-13T14:44:24Z,2548545.72119111,6929038.95590161,75253,DALLAS,TX,"2850 LITTLE BIG HORN CT
DALLAS, TX 75253
(32.662467, -96.614694)"
2021,2,CRIMINAL TRESPASS WARNING,Apartment Complex/Building,N/A,9877 BROCKBANK DR,3042,535,NORTHWEST,D6,2021-01-11T00:00:00Z,2021,January,Mon,10:40:00,11,2021-01-11T00:00:00Z,2021,January,Mon,10:50:00,11,2021-01-11T12:30:00Z,2021-01-11T11:10:55Z,2021,January,Mon,11:10:00,11,2021-01-11T10:40:46Z,2021-01-11T10:40:46Z,2021-01-11T13:22:57Z,2021-01-11T10:43:26Z,Victim,Business,NA,NA,NA,B522,NA,NA,Suspended,Suspended,CRIMINAL TRESPASS WARNING,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-01-11T13:42:09Z,2466724.83660486,7006391.18833594,75220,DALLAS,TX,"9877 BROCKBANK DR
DALLAS, TX 75220
(32.878548, -96.876673)"
2020,1,OPEN BUILDING (NO OFFENSE),Outdoor Area Public/Private,N/A,17638 PRESTON RD,4404,623,NORTH CENTRAL,D12,2020-03-25T00:00:00Z,2020,March,Wed,02:59:00,85,2020-03-25T00:00:00Z,2020,March,Wed,03:00:00,85,2020-03-25T03:25:00Z,2020-03-25T03:24:06Z,2020,March,Wed,03:24:00,85,2020-03-25T02:59:26Z,2020-03-25T02:59:26Z,2020-03-25T03:36:07Z,2020-03-25T02:59:26Z,Victim,Society/Public,NA,NA,NA,A611,NA,NA,Suspended,Suspended,RO'S OBSERVED AN OPEN BUILDING,FALSE,NA,None,NA,NA,No,99999999,Open Building,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-03-25T03:37:33Z,2489563.58981177,7048267.49369077,75252,DALLAS,TX,"17638 PRESTON RD
DALLAS, TX 75252
(32.99307, -96.800174)"
2020,3,CRIMINAL TRESPASS WARNING,Apartment Complex/Building,N/A,1210 S LAMAR ST,2103,151,CENTRAL,D2,2020-12-16T00:00:00Z,2020,December,Wed,19:15:00,351,2020-12-16T00:00:00Z,2020,December,Wed,20:00:00,351,2020-12-16T20:00:00Z,2020-12-16T19:57:51Z,2020,December,Wed,19:57:00,351,2020-12-16T19:15:56Z,2020-12-16T19:15:52Z,2020-12-16T20:41:41Z,2020-12-16T19:43:21Z,Victim,Business,NA,NA,NA,C152,NA,NA,Suspended,Suspended,SUSP WAS ISSUED CT WARNING IN PRESENCE OF R/OS,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-12-17T03:42:50Z,2492015.33195552,6967305.28225593,75215,DALLAS,TX,"1210 S LAMAR ST
DALLAS, TX 75215
(32.76895, -96.797322)"
2019,2,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Parking (Business),NA,600 JACKSON ST,2070,133,CENTRAL,D14,2019-12-26T00:00:00Z,2019,December,Thu,10:15:00,360,2019-12-26T00:00:00Z,2019,December,Thu,10:30:00,360,2019-12-26T16:39:35Z,2019-12-27T09:25:52Z,2019,December,Fri,09:25:00,361,NA,NA,NA,NA,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,NA,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,NA,NA,NA,None,NA,No,NA,29990043,PC 28.03(b)(3)(A),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2020-01-19T10:57:50Z,2489053.37823378,6969967.52135402,75202,DALLAS,NA,"600 JACKSON ST
DALLAS 75202
(32.77761, -96.806209)"
2019,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Single Family Residence - Occupied,N/A,2818 SAGE VALLEY LN,4202,434,SOUTHWEST,D3,2019-01-15T00:00:00Z,2019,January,Tue,01:00:00,15,2019-01-15T00:00:00Z,2019,January,Tue,07:00:00,15,2019-01-15T09:10:00Z,2019-01-15T08:46:39Z,2019,January,Tue,08:46:00,15,2019-01-15T07:42:36Z,2019-01-15T07:42:35Z,2019-01-15T09:15:42Z,2019-01-15T08:26:09Z,Registered Owner,Individual,White,Non-Hispanic or Latino,Female,B421,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,STRAIGHT UUMV TO COMPS TRUCK,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2020-07-10T12:27:40Z,2461837.82174,6946885.41149,75211,DALLAS,TX,"2818 SAGE VALLEY LN
DALLAS, TX 75211
(32.715086, -96.896156)"
2019,1,ABANDONED PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,3100 NORTHAVEN RD,3016,552,NORTHWEST,D13,2019-08-27T00:00:00Z,2019,August,Tue,00:30:00,239,2019-08-27T00:00:00Z,2019,August,Tue,00:50:00,239,2019-08-27T00:51:00Z,2019-08-27T00:39:08Z,2019,August,Tue,00:39:00,239,2019-08-27T00:30:00Z,2019-08-27T00:30:00Z,2019-08-27T01:36:50Z,2019-08-27T00:30:02Z,Victim,Government,NA,NA,NA,A554,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,ABANDONED VEHICLE,FALSE,NA,None,NA,NA,No,99999999,No Violation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-08-28T15:27:08Z,2467233.74634819,7015629.35457085,75229,DALLAS,TX,"3100 NORTHAVEN RD
DALLAS, TX 75229
(32.903907, -96.87429)"
2021,2,BMV,Parking Lot (All Others),NA,1222 COMMERCE ST,2072,133,CENTRAL,D14,2021-06-05T00:00:00Z,2021,June,Sat,08:30:00,156,2021-06-05T00:00:00Z,2021,June,Sat,08:30:00,156,2021-06-09T18:34:35Z,2021-06-09T20:46:26Z,2021,June,Wed,20:46:00,160,NA,NA,NA,NA,Victim,Individual,Black,Non-Hispanic or Latino,Male,NA,NA,NA,Suspended,Suspended,NA,NA,NA,None,NA,NA,NA,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2021-09-28T09:41:08Z,2490675.96324319,6970744.79703043,75202,DALLAS,TX,"1222 COMMERCE ST
DALLAS, TX 75202
(32.779486, -96.801021)"
2015,1,BMV,"Highway, Street, Alley ETC",N/A,1425 HOUGHTON RD,1251,332,SOUTHEAST,D5,2015-07-08T00:00:00Z,2015,July,Wed,22:00:00,189,2015-07-09T00:00:00Z,2015,July,Thu,11:00:00,190,2015-07-09T12:43:00Z,2015-07-09T16:59:20Z,2015,July,Thu,16:59:00,190,2015-07-09T12:43:18Z,2015-07-09T12:43:17Z,2015-07-09T17:26:37Z,2015-07-09T16:46:33Z,Victim,Individual,White,Non-Hispanic or Latino,Female,C335,NA,NA,Suspended,Suspended,UNK SUSP ENTERED THE COMP EH TOOK PROP W/OUT CONSENT,FALSE,NA,None,Other,No,No,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,NA,NA,NA,NA,NA,NA,2015-07-09T17:21:54Z,2523521.36047877,6955825.19399568,75217,DALLAS,TX,"1425 HOUGHTON RD
DALLAS, TX 75217
(32.73686, -96.694565)"
2019,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Business Office,N/A,930 E 8TH ST,4122,414,SOUTHWEST,D1,2019-08-04T00:00:00Z,2019,August,Sun,08:15:00,216,2019-08-04T00:00:00Z,2019,August,Sun,08:30:00,216,2019-08-04T19:40:00Z,2019-08-04T19:43:11Z,2019,August,Sun,19:43:00,216,2019-08-04T19:40:51Z,2019-08-04T19:40:51Z,2019-08-04T21:55:17Z,2019-08-04T19:40:51Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,C709,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECT TOOK VEHICLE WITHOUT CONSENT FROM COMPLAINANT.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2021-01-23T20:12:01Z,2487920.24018,6960329.62961,75203,DALLAS,TX,"930 E 8TH ST
DALLAS, TX 75203
(32.751205, -96.810352)"
2021,3,ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,Gas or Service Station,N/A,13729 N CENTRAL EXPY,4522,644,NORTH CENTRAL,D11,2021-07-22T00:00:00Z,2021,July,Thu,21:20:00,203,2021-07-22T00:00:00Z,2021,July,Thu,21:27:00,203,2021-07-22T21:28:00Z,2021-07-22T23:30:46Z,2021,July,Thu,23:30:00,203,2021-07-22T21:28:36Z,2021-07-22T21:28:36Z,2021-07-23T04:36:02Z,2021-07-22T22:21:43Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,F622,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,SUSP PUT COMP IN A HEADLOCK.,FALSE,NA,None,NA,NA,No,99999999,Assault Investigation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-08-12T12:56:45Z,2504742.23401,7027639.90031,75243,DALLAS,TX,"13729 N CENTRAL EXPY
DALLAS, TX 75243
(32.935712, -96.751917)"
2019,1,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),"Highway, Street, Alley ETC",N/A,1955 VILBIG RD,4068,426,SOUTHWEST,D6,2019-06-08T00:00:00Z,2019,June,Sat,00:00:00,159,2019-06-08T00:00:00Z,2019,June,Sat,00:00:00,159,2019-06-08T13:17:00Z,2019-07-29T13:19:49Z,2019,July,Mon,13:19:00,210,2019-07-29T13:17:53Z,2019-07-29T13:17:53Z,2019-07-29T13:18:52Z,2019-07-29T13:17:53Z,Victim,Government,NA,NA,NA,G127,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,VEHICLE RECOVERY FOR HOT SPRINGS PD,FALSE,NA,None,NA,NA,UNK,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-08-13T12:34:04Z,2476228.57579944,6967274.64649044,75208,DALLAS,TX,"1955 VILBIG RD
DALLAS, TX 75208
(32.770545, -96.847957)"
2021,2,CRIM MISCHIEF > OR EQUAL $100 < $750,Church/Synagogue/Temple/Mosque,N/A,3028 S MALCOLM X BLVD,2129,343,SOUTHEAST,D7,2021-09-11T00:00:00Z,2021,September,Sat,14:19:00,254,2021-09-11T00:00:00Z,2021,September,Sat,14:19:00,254,2021-09-11T15:25:00Z,2021-09-11T15:10:54Z,2021,September,Sat,15:10:00,254,2021-09-11T14:19:58Z,2021-09-11T14:19:54Z,2021-09-11T15:50:09Z,2021-09-11T14:25:42Z,Victim,Religious Organizati,NA,NA,NA,C392,Investigations,Property Crime Division / SE Property Crimes,Suspended,Suspended,UNKNOWN SUSP BROK WINDOW TO CHURCH,FALSE,NA,None,NA,NA,UNK,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2021-11-02T11:36:57Z,2500899.26463,6966936.52261,75215,DALLAS,TX,"3028 S MALCOLM X BLVD
DALLAS, TX 75215"
2017,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,N/A,2752 GASTON AVE,2066,153,CENTRAL,D2,2017-07-30T00:00:00Z,2017,July,Sun,01:30:00,211,2017-07-30T00:00:00Z,2017,July,Sun,08:15:00,211,2017-07-30T08:38:00Z,2017-07-30T10:35:07Z,2017,July,Sun,10:35:00,211,2017-07-30T08:38:45Z,2017-07-30T08:38:45Z,2017-07-30T11:21:35Z,2017-07-30T10:15:05Z,Victim,Individual,White,Non-Hispanic or Latino,Male,E121,Investigations,Special Investigations / Auto Theft,Clear by Exceptional Arrest,CBEA (Over Age 17),UNKN SUSP TOOK COMP'S VEHICLE WITHOUT CONSENT.,FALSE,NA,None,Other,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2017-08-29T09:02:30Z,2495390.57782969,6973251.11091544,75226,DALLAS,TX,"2752 GASTON AVE
DALLAS, TX 75226
(32.786797, -96.785843)"
2019,1,PUBLIC INTOXICATION,"Highway, Street, Alley ETC",N/A,2400 VICTORY PARK LN,6065,131,CENTRAL,D2,2019-10-04T00:00:00Z,2019,October,Fri,01:00:00,277,2019-10-04T00:00:00Z,2019,October,Fri,01:03:00,277,2019-10-04T01:04:00Z,2019-10-04T01:27:14Z,2019,October,Fri,01:27:00,277,2019-10-04T01:04:54Z,2019-10-04T01:04:54Z,2019-10-04T03:42:10Z,2019-10-04T01:04:54Z,Victim,Government,NA,NA,NA,L133,NA,NA,Clear by Arrest,CBA (Over Age 17),PUBLIC INTOXICATION,FALSE,NA,None,NA,NA,No,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90E,B,90E - No Coded,2019-10-04T02:56:36Z,2488052.12170611,6973582.03577852,75201,DALLAS,TX,"2400 VICTORY PARK LN
DALLAS, TX 75201
(32.787514, -96.809283)"
2016,1,LOST PROPERTY (NO OFFENSE),Parking Lot (All Others),N/A,2711 MCKINNEY AVE,2038,122,CENTRAL,D14,2016-09-11T00:00:00Z,2016,September,Sun,03:00:00,255,2016-09-11T00:00:00Z,2016,September,Sun,08:54:00,255,2016-09-11T09:25:00Z,2016-09-11T08:20:03Z,2016,September,Sun,08:20:00,255,2016-09-11T04:28:55Z,2016-09-11T04:28:34Z,2016-09-11T08:54:51Z,2016-09-11T08:00:59Z,Victim,Individual,White,Non-Hispanic or Latino,Male,B114,NA,NA,Suspended,Suspended,LOST PROPERTY (NO OFFENSE),FALSE,NA,None,Other,No,UNK,99999999,No Offense,LOST,LOST PROPERTY,4200,NOT CODED,NA,NA,NA,NA,NA,NA,2016-09-19T19:53:05Z,2490389.55272678,6977382.06361152,75204,DALLAS,TX,"2711 MCKINNEY AVE
DALLAS, TX 75204
(32.797731, -96.801364)"
