year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2019,3,FORGING OR ALTERING PRESCRIPTION,Pharmacy,Other,6120 E MOCKINGBIRD LN,1141,142,CENTRAL,D14,2019-05-27T00:00:00Z,2019,May,Mon,00:00:00,147,2019-08-18T00:00:00Z,2019,August,Sun,09:00:00,230,2019-08-25T17:46:00Z,2019-08-25T18:30:32Z,2019,August,Sun,18:30:00,237,2019-08-25T09:05:14Z,2019-08-25T09:05:14Z,2019-08-25T18:47:05Z,2019-08-25T17:37:22Z,Victim,Business,NA,NA,NA,C115,NA,NA,Open,Open,AN UNK SUSP(S) SUBMITTED FORGED RX FOR HYDROCODONE.,FALSE,NA,None,NA,NA,Yes,35990039,HSC 483.045(b),NA,NA,NA,NA,COUNTERFEITING / FORGERY,COUNTERFEITING / FORGERY,PROPERTY,250,A,No Coded,2021-03-19T12:48:22Z,2502643.0101752,6991524.65278035,75214,DALLAS,TX,"6120 E MOCKINGBIRD LN
DALLAS, TX 75214
(32.836444, -96.760813)"
2014,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Outdoor Area Public/Private,N/A,2310 JIM ST,4025,425,SOUTHWEST,D6,2014-09-27T00:00:00Z,2014,September,Sat,16:00:00,270,2014-09-29T00:00:00Z,2014,September,Mon,07:00:00,272,2014-09-29T13:30:00Z,2014-09-29T13:31:50Z,2014,September,Mon,13:31:00,272,2014-09-29T07:51:51Z,2014-09-29T07:51:51Z,2014-09-29T14:36:55Z,2014-09-29T10:30:49Z,NA,NA,NA,NA,NA,B433,Investigations,Special Investigations / Financial Crimes,Suspended,Suspended,UNK SUSPECT TOOK THE COMP'S VEHICLE WITHOUT PERMISSION.,FALSE,NA,None,NA,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,720,PART1,NA,NA,NA,NA,NA,NA,2019-12-28T17:40:10Z,2455204.43806,6967137.72583,75212,DALLAS,TX,"2310 JIM ST
DALLAS, TX 75212
(32.771264, -96.916635)"
2016,1,HARASSMENT,Single Family Residence - Occupied,N/A,7139 WOODLAND TERRACE DR,4361,746,SOUTH CENTRAL,D8,2016-01-27T00:00:00Z,2016,January,Wed,18:00:00,27,2016-02-03T00:00:00Z,2016,February,Wed,12:00:00,34,2016-02-03T17:35:00Z,2016-02-03T17:52:12Z,2016,February,Wed,17:52:00,34,2016-02-03T17:36:10Z,2016-02-03T17:35:39Z,2016-02-03T17:53:18Z,2016-02-03T17:39:54Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,EX06,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT KEEPS CALLING COMPLAINANT,FALSE,NA,None,Other,No,No,53990004,PC 42.07(c),DISORDERLY CONDUCT,DISORDERLY CONDUCT,2400,PART2,NA,NA,NA,NA,NA,NA,2016-02-18T14:27:00Z,2475065.10371694,6927135.29763544,75232,DALLAS,TX,"7139 WOODLAND TERRACE DR
DALLAS, TX 75232
(32.660296, -96.853536)"
2022,2,CRIMINAL TRESPASS,Apartment Residence,N/A,2406 ELLIS ST,NA,121,Central,NA,2022-09-16T00:00:00Z,2022,September,Fri,08:15:00,259,2022-09-16T00:00:00Z,2022,September,Fri,08:15:00,259,2022-09-16T08:39:00Z,2022-09-16T09:01:25Z,2022,September,Fri,09:01:00,259,2022-09-16T08:39:50Z,2022-09-16T08:39:50Z,2022-09-16T09:46:17Z,2022-09-16T08:44:30Z,Victim,Individual,White,Non-Hispanic or Latino,Male,B137,NA,NA,Open,Open,UNK SUSP ENTERED COMPS APT WITHOUT PERMISSION,FALSE,NA,None,NA,NA,No,57070020,PC 30.05(D)(1),NA,NA,NA,NA,TRESPASS OF REAL PROPERTY,TRESPASS OF REAL PROPERTY,SOCIETY,90J,B,90J - No Coded,2022-09-16T13:54:13Z,2492055.56284506,6977901.48428736,75204,DALLAS,TX,"2406 ELLIS ST
DALLAS, TX 75204
(32.798953, -96.796102)"
2021,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,N/A,3111 N HOUSTON ST,6065,131,CENTRAL,D2,2021-01-31T00:00:00Z,2021,January,Sun,00:01:00,31,2021-02-14T00:00:00Z,2021,February,Sun,23:59:00,45,2021-02-15T17:37:00Z,2021-02-15T16:47:41Z,2021,February,Mon,16:47:00,46,2021-02-15T16:03:00Z,2021-02-15T16:02:24Z,2021-02-15T18:21:55Z,2021-02-15T16:34:55Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,L323,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECT TOOK COMPS CAR WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2021-11-12T14:37:57Z,2486635.20788,6976342.58499,75201,DALLAS,TX,"3111 N HOUSTON ST
DALLAS, TX 75201"
2021,2,HARASSMENT,Single Family Residence - Occupied,N/A,8511 EDGEMERE RD,1080,652,NORTH CENTRAL,D13,2017-12-15T00:00:00Z,2017,December,Fri,12:00:00,349,2021-06-01T00:00:00Z,2021,June,Tue,02:42:00,152,2021-06-01T14:12:00Z,2021-06-01T14:12:43Z,2021,June,Tue,14:12:00,152,2021-06-01T14:12:30Z,2021-06-01T14:12:30Z,2021-06-01T14:12:47Z,2021-06-01T14:12:30Z,Victim,Individual,White,Non-Hispanic or Latino,Male,B209,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,HARASSMENT,FALSE,NA,None,NA,UNK,No,13160012,PC 42.07(c),NA,NA,NA,NA,INTIMIDATION,ASSAULT OFFENSES,PERSON,13C,A,Coded,2021-06-28T08:56:15Z,2491805.42030185,7002204.96147218,75225,DALLAS,TX,"8511 EDGEMERE RD
DALLAS, TX 75225
(32.866307, -96.795473)"
2018,1,PUBLIC INTOXICATION,"Highway, Street, Alley ETC",N/A,6400 HARRY HINES BLVD,3093,513,NORTHWEST,D2,2018-04-06T00:00:00Z,2018,April,Fri,23:40:00,96,2018-04-07T00:00:00Z,2018,April,Sat,00:20:00,97,2018-04-07T01:30:00Z,2018-04-07T00:21:49Z,2018,April,Sat,00:21:00,97,2018-04-06T23:40:13Z,2018-04-06T23:40:13Z,2018-04-07T03:49:26Z,2018-04-06T23:40:14Z,Victim,Society/Public,NA,NA,NA,T216,NA,NA,Clear by Arrest,CBA (Over Age 17),PUBLIC INTOXICATION,FALSE,NA,None,NA,NA,No,99999999,PC 49.02,DRUNK & DISORDERLY,DRUNK & DISORDERLY,2300,PART2,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90E,B,90E - No Coded,2018-06-11T09:44:25Z,2476700.16639169,6985420.06951711,75235,DALLAS,TX,"6400 HARRY HINES BLVD
DALLAS, TX 75235
(32.819691, -96.846664)"
2021,3,POSS MARIJUANA <2OZ,"Highway, Street, Alley ETC",N/A,600 BLUEWOOD DR,4362,747,SOUTH CENTRAL,D8,2021-06-19T00:00:00Z,2021,June,Sat,21:35:00,170,2021-06-19T00:00:00Z,2021,June,Sat,21:36:00,170,2021-06-19T21:36:00Z,2021-06-19T22:12:08Z,2021,June,Sat,22:12:00,170,2021-06-19T21:36:38Z,2021-06-19T21:36:38Z,2021-06-20T02:20:45Z,2021-06-19T21:36:38Z,Victim,Government,NA,NA,NA,E774,NA,NA,Clear by Arrest,CBA (Over Age 17),AP WAS IN POSSESSION OF 2.6 GRAMS MARIJUANA,FALSE,NA,None,NA,NA,Yes,35620008,HSC 481.121(b)(1),NA,NA,NA,NA,DRUG/ NARCOTIC VIOLATIONS,DRUG/ NARCOTIC VIOLATIONS,SOCIETY,35A,A,Coded,2021-06-21T13:16:06Z,2482099.51681344,6927728.29480901,75232,DALLAS,TX,"600 BLUEWOOD DR
DALLAS, TX 75232
(32.661651, -96.830862)"
2016,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),N/A,7880 ALPHA RD,1020,635,NORTH CENTRAL,D11,2016-08-29T00:00:00Z,2016,August,Mon,22:30:00,242,2016-08-30T00:00:00Z,2016,August,Tue,04:30:00,243,2016-08-30T09:00:00Z,2016-08-30T09:12:25Z,2016,August,Tue,09:12:00,243,2016-08-30T08:53:17Z,2016-08-30T08:53:05Z,2016-08-30T09:45:20Z,2016-08-30T08:56:06Z,NA,NA,NA,NA,NA,B624,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSPECT TOOK VEHICLE W/O CONSENT,FALSE,NA,None,NA,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,720,PART1,NA,NA,NA,NA,NA,NA,2019-07-29T07:52:23Z,2498914.0091,7024595.70475,75240,DALLAS,TX,"7880 ALPHA RD
DALLAS, TX 75240
(32.927476, -96.770888)"
2022,2,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),Parking (Business),N/A,11306 L B J FWY,9610,231,NORTHEAST,D9,2022-06-01T00:00:00Z,2022,June,Wed,10:00:00,152,2022-06-01T00:00:00Z,2022,June,Wed,10:00:00,152,2022-06-01T10:21:00Z,2022-06-01T10:07:02Z,2022,June,Wed,10:07:00,152,2022-06-01T10:05:33Z,2022-06-01T10:05:33Z,2022-06-01T12:04:10Z,2022-06-01T10:05:33Z,Victim,Government,NA,NA,NA,D254,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,RECOVERED OUT OF TOWN STOLEN VEHICLE,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2022-06-02T14:38:23Z,2525169.29865,7006690.01934,75238,DALLAS,TX,"11306 L B J FWY
DALLAS, TX 75238"
2020,3,PUBLIC INTOXICATION,Parking (Business),N/A,10025 ROYAL LN,1055,246,NORTHEAST,D10,2020-12-01T00:00:00Z,2020,December,Tue,18:00:00,336,2020-12-01T00:00:00Z,2020,December,Tue,18:57:00,336,2020-12-01T18:58:00Z,2020-12-01T19:44:11Z,2020,December,Tue,19:44:00,336,2020-12-01T18:58:32Z,2020-12-01T18:58:32Z,2020-12-01T20:59:39Z,2020-12-01T19:03:10Z,Victim,Government,NA,NA,NA,C233,NA,NA,Clear by Arrest,CBA (Over Age 17),AP ARRESTED FOR PUBLIC INTOXICATION,FALSE,NA,None,NA,NA,UNK,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90E,B,90E - No Coded,2020-12-02T12:09:54Z,2515824.94575353,7013277.33598094,75238,DALLAS,TX,"10025 ROYAL LN
DALLAS, TX 75238
(32.894569, -96.7169)"
2018,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,Motor Vehicle,9845 STARLIGHT RD,3067,522,NORTHWEST,D6,2018-12-29T00:00:00Z,2018,December,Sat,20:00:00,363,2018-12-31T00:00:00Z,2018,December,Mon,10:43:00,365,2018-12-31T10:44:00Z,2018-12-31T11:25:49Z,2018,December,Mon,11:25:00,365,2018-12-31T10:44:20Z,2018-12-31T10:44:20Z,2018-12-31T12:20:24Z,2018-12-31T11:20:01Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,B515,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP(S) TOOK COMPS VEHICLE WITHOUT PERMISSION.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2020-07-10T12:21:59Z,2467310.24423,6998805.81932,75220,DALLAS,TX,"9845 STARLIGHT RD
DALLAS, TX 75220
(32.855922, -96.873455)"
2017,1,BMV,Apartment Parking Lot,N/A,4804 HAVERWOOD LN,4403,614,NORTH CENTRAL,D12,2017-02-18T00:00:00Z,2017,February,Sat,17:00:00,49,2017-02-20T00:00:00Z,2017,February,Mon,18:00:00,51,2017-02-21T11:00:00Z,2017-02-21T11:00:56Z,2017,February,Tue,11:00:00,52,2017-02-21T10:44:03Z,2017-02-21T10:43:48Z,2017-02-21T12:26:13Z,2017-02-21T10:49:02Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B634,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,SUSPECT POPPED DOOR LOCK WITH UNKNOWN TOOL,FALSE,NA,None,Personal Weapons (Hands-Feet ETC),No,No,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2017-02-28T19:05:08Z,2482279.35306795,7053112.69725494,75287,DALLAS,TX,"4804 HAVERWOOD LN
DALLAS, TX 75287
(33.006984, -96.823107)"
2017,1,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,N/A,2969 TOWNSEND DR,3016,552,NORTHWEST,D13,2017-09-08T00:00:00Z,2017,September,Fri,08:00:00,251,2017-10-25T00:00:00Z,2017,October,Wed,00:41:00,298,2017-10-25T00:41:00Z,2017-10-25T00:43:28Z,2017,October,Wed,00:43:00,298,2017-10-24T20:41:50Z,2017-10-24T20:41:50Z,2017-10-25T01:54:22Z,2017-10-24T21:55:08Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,A536,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT ENTERED COMPS RESIDENCE AND TOOK PROPERTY,FALSE,NA,None,Other,No,No,22990002,PC 30.02(c)(2),BURGLARY-RESIDENCE,BURGLARY,521,PART1,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2017-11-01T05:17:06Z,2466176.19301711,7013819.60819036,75229,DALLAS,TX,"2969 TOWNSEND DR
DALLAS, TX 75229
(32.898693, -96.878391)"
2018,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),Motor Vehicle,1700 MARILLA ST,2087,135,CENTRAL,D2,2018-11-06T00:00:00Z,2018,November,Tue,20:00:00,310,2018-11-07T00:00:00Z,2018,November,Wed,06:00:00,311,2018-11-07T08:00:00Z,2018-11-07T09:09:37Z,2018,November,Wed,09:09:00,311,2018-11-07T08:04:24Z,2018-11-07T08:04:24Z,2018-11-07T11:21:23Z,2018-11-07T08:39:40Z,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,L235,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKPERSON TOOK VEHICLE WITHOUT OWNERS CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2020-07-22T17:22:42Z,2492253.56934,6969842.50061,75201,DALLAS,TX,"1700 MARILLA ST
DALLAS, TX 75201
(32.77716, -96.794971)"
2019,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,N/A,3900 LINFIELD RD,4276,732,SOUTH CENTRAL,D4,2019-07-25T00:00:00Z,2019,July,Thu,09:00:00,206,2019-07-25T00:00:00Z,2019,July,Thu,17:21:00,206,2019-07-25T17:21:00Z,2019-07-25T17:56:39Z,2019,July,Thu,17:56:00,206,2019-07-25T17:21:13Z,2019-07-25T17:21:13Z,2019-07-25T18:53:33Z,2019-07-25T17:30:48Z,Victim,Individual,White,Non-Hispanic or Latino,Female,C747,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMPS VEHICLE WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2022-02-08T16:01:38Z,2504280.48952,6947250.53899,75216,DALLAS,TX,"3900 LINFIELD RD
DALLAS, TX 75216
(32.713878, -96.75863)"
2014,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (Apartment),N/A,3117 SUNDIAL DR,3016,552,NORTHWEST,D13,2014-06-16T00:00:00Z,2014,June,Mon,19:00:00,167,2014-06-17T00:00:00Z,2014,June,Tue,07:00:00,168,2014-06-17T08:30:00Z,2014-06-17T08:21:09Z,2014,June,Tue,08:21:00,168,2014-06-17T06:52:14Z,2014-06-17T06:52:14Z,2014-06-17T09:41:09Z,2014-06-17T07:01:56Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B532,NA,NA,Suspended,Suspended,"SUSPECT(S) JIMMIED PASSENGER SIDE DOOR LOCK, ENTERED AND DAMAGED STEERING COLUMN TO COMMIT UNLAWFUL USE OF MOTOR VEHICLE.",FALSE,NA,Unknown,Pocket Knife,UNK,UNK,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,720,PART1,NA,NA,NA,NA,NA,NA,2018-02-19T05:52:49Z,2467228.84412703,7014709.26389135,75229,DALLAS,TX,"3117 SUNDIAL DR
DALLAS, TX 75229
(32.90124, -96.874483)"
2017,1,CRIM MISCHIEF >OR EQUAL $100 BUT <$750,Single Family Residence - Occupied,N/A,2210 EUGENE ST,2178,347,SOUTHEAST,D7,2017-07-26T00:00:00Z,2017,July,Wed,14:00:00,207,2017-08-03T00:00:00Z,2017,August,Thu,20:00:00,215,2017-08-03T20:38:00Z,2017-08-03T20:46:52Z,2017,August,Thu,20:46:00,215,2017-08-03T20:38:38Z,2017-08-03T20:38:38Z,2017-08-03T20:46:49Z,2017-08-03T20:42:40Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,EX06,NA,NA,Suspended,Suspended,UNKNOWN SUSPECT DAMAGED COMPS REAR FENCE,FALSE,NA,None,Other,No,No,29990016,PC 28.03(b)(2),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2017-08-03T21:24:26Z,2501821.81923227,6961999.72954686,75215,DALLAS,TX,"2210 EUGENE ST
DALLAS, TX 75215
(32.755174, -96.7653)"
2022,1,UNEXPLAINED DEATH (NO OFFENSE),Apartment Residence,N/A,121 PLEASANT DR,2210,337,SOUTHEAST,D5,2022-07-01T00:00:00Z,2022,July,Fri,00:00:00,182,2022-07-05T00:00:00Z,2022,July,Tue,01:12:00,186,2022-07-05T01:12:00Z,2022-07-05T01:37:41Z,2022,July,Tue,01:37:00,186,2022-07-05T01:12:10Z,2022-07-05T01:12:04Z,2022-07-05T05:49:06Z,2022-07-05T01:19:05Z,Victim,Individual,White,Non-Hispanic or Latino,Male,A315,Investigations,Capers / Homicide,Open,Open,UNEXPLAINED DEATH,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2022-09-12T03:01:13Z,2528333.28163,6946729.54585,75217,DALLAS,TX,"121 PLEASANT DR
DALLAS, TX 75217
(32.711811, -96.679336)"
2015,1,BMV,Apartment Parking Lot,N/A,13700 CF HAWN SERV S,4435,356,SOUTHEAST,D8,2015-12-21T00:00:00Z,2015,December,Mon,21:00:00,355,2015-12-22T00:00:00Z,2015,December,Tue,20:30:00,356,2015-12-22T20:36:00Z,2015-12-22T21:29:21Z,2015,December,Tue,21:29:00,356,2015-12-22T20:35:54Z,2015-12-22T20:35:50Z,2015-12-22T22:18:31Z,2015-12-22T20:44:29Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,C324,Investigations,Property Crime Division / SE Property Crimes,Suspended,Suspended,SUSP ENTERED COMP'S VEHICLE AND REMOVED PROPERTY W/O CONSENT,FALSE,NA,Unknown,Other,UNK,No,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,NA,NA,NA,NA,NA,NA,2017-05-29T12:01:05Z,2552743.90734853,6933853.3399736,75253,DALLAS,TX,"13700 CF HAWN SERV S
DALLAS, TX 75253"
2015,1,"CRIM MISCHIEF > OR EQUAL $500 BUT < $1,500",Apartment Parking Lot,N/A,4503 LAKE AVE,3113,541,NORTHWEST,D2,2015-04-20T00:00:00Z,2015,April,Mon,18:00:00,110,2015-04-21T00:00:00Z,2015,April,Tue,18:00:00,111,2015-04-21T20:30:00Z,2015-04-21T20:19:33Z,2015,April,Tue,20:19:00,111,2015-04-21T17:59:06Z,2015-04-21T17:59:05Z,2015-04-21T21:06:41Z,2015-04-21T19:50:27Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,E516,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNKN SUSP DAMAGED LOCKED DOOR HANDLES ON COMPS VEHICLE,FALSE,NA,None,Other,No,No,29990002,PC 28.03(b)(3),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2015-04-29T07:04:39Z,2483238.78717269,6982080.40132768,75219,DALLAS,TX,"4503 LAKE AVE
DALLAS, TX 75219
(32.811291, -96.824074)"
2016,1,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Vacant,Residential Property Occupied/Vacant,5742 VANDERBILT AVE,1145,142,CENTRAL,D14,2016-12-09T00:00:00Z,2016,December,Fri,08:00:00,344,2016-12-12T00:00:00Z,2016,December,Mon,11:00:00,347,2016-12-12T17:00:00Z,2016-12-12T15:46:23Z,2016,December,Mon,15:46:00,347,2016-12-12T13:40:32Z,2016-12-12T13:40:32Z,2016-12-12T15:56:08Z,2016-12-12T15:45:49Z,Victim,Individual,White,Non-Hispanic or Latino,Male,C134,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,SUSPS FORCED ENTRY AND REMOVED PROPERTY FROM RESIDENCE,FALSE,NA,None,Other,No,No,22990002,PC 30.02(c)(2),BURGLARY-RESIDENCE,BURGLARY,511,PART1,NA,NA,NA,NA,NA,NA,2016-12-21T11:32:16Z,2500402.30763561,6987322.7192551,75206,DALLAS,TX,"5742 VANDERBILT AVE
DALLAS, TX 75206
(32.824871, -96.768322)"
2022,2,BMV,Park,Motor Vehicle,6500 GREAT TRINITY FOREST WAY,2214,351,SOUTHEAST,D8,2022-09-11T00:00:00Z,2022,September,Sun,08:15:00,254,2022-09-11T00:00:00Z,2022,September,Sun,09:15:00,254,2022-09-11T10:01:00Z,2022-09-11T12:41:23Z,2022,September,Sun,12:41:00,254,2022-09-11T10:01:37Z,2022-09-11T10:01:37Z,2022-09-11T13:40:09Z,2022-09-11T12:03:01Z,Victim,Individual,White,Non-Hispanic or Latino,Male,EX10,NA,NA,Suspended,Suspended,UNK SUSP ENTERED COMPS VEH AND TOOK COMPS PROP W/O COMP CONSENT,FALSE,NA,None,NA,NA,No,22990011,PC 30.04(d),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2022-09-15T09:56:33Z,2519417.54848,6946890.36902,75217,DALLAS,TX,"6500 GREAT TRINITY FOREST WAY
DALLAS, TX 75217
(32.712604, -96.708764)"
2020,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,N/A,5636 SPRING VALLEY RD,1013,635,NORTH CENTRAL,D11,2020-10-29T00:00:00Z,2020,October,Thu,14:00:00,303,2020-10-30T00:00:00Z,2020,October,Fri,07:00:00,304,2020-10-30T14:23:00Z,2020-10-30T18:52:33Z,2020,October,Fri,18:52:00,304,2020-10-30T14:23:26Z,2020-10-30T14:23:26Z,2020-10-30T19:47:58Z,2020-10-30T18:40:46Z,Registered Owner,Individual,Black,Non-Hispanic or Latino,Female,C625,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEH WITHOUT PERMISSION,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2020-11-17T14:38:09Z,2486813.40723,7028237.85114,75254,DALLAS,TX,"5636 SPRING VALLEY RD
DALLAS, TX 75254
(32.938775, -96.809861)"
2018,1,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Apartment Parking Lot,N/A,8600 THACKERY ST,1081,652,NORTH CENTRAL,D13,2018-08-04T00:00:00Z,2018,August,Sat,01:00:00,216,2018-08-10T00:00:00Z,2018,August,Fri,18:39:00,222,2018-08-10T18:40:00Z,2018-08-10T19:58:55Z,2018,August,Fri,19:58:00,222,2018-08-10T18:40:12Z,2018-08-10T18:40:09Z,2018-08-10T21:33:22Z,2018-08-10T19:41:52Z,Victim,Individual,White,Non-Hispanic or Latino,Female,C633,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,SUSP TOOK COMP PROPERTY WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,23990193,PC 31.03(e)(3),NA,NA,NA,NA,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2018-09-15T22:03:38Z,2493270.81139994,7002499.33227453,75225,DALLAS,TX,"8600 THACKERY ST
DALLAS, TX 75225
(32.866845, -96.791574)"
2018,1,FOUND PROPERTY (NO OFFENSE),Government Facility,N/A,1955 VILBIG RD,4068,426,SOUTHWEST,D6,2018-05-11T00:00:00Z,2018,May,Fri,11:00:00,131,2018-05-12T00:00:00Z,2018,May,Sat,14:58:00,132,2018-05-12T14:59:00Z,2018-05-12T22:06:26Z,2018,May,Sat,22:06:00,132,2018-05-12T14:59:47Z,2018-05-12T14:59:42Z,2018-05-12T23:58:28Z,2018-05-12T21:20:03Z,Victim,Government,NA,NA,NA,C125,Support,Support Division / Property Room,Suspended,Suspended,FOUND PISTOL IN TOWED VEHICLE,FALSE,NA,None,NA,NA,No,99999999,No Offense,FOUND,FOUND PROPERTY,4300,NOT CODED,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-11-13T06:37:04Z,2476228.57579944,6967274.64649044,75208,DALLAS,TX,"1955 VILBIG RD
DALLAS, TX 75208
(32.770545, -96.847957)"
